Beacon, I_payload,Q_payload
7383,2470,860
7383,2434,750
7383,2436,652
7383,2388,624
7383,2288,556
7383,2070,464
7383,2006,406
7383,1908,436
7383,1736,418
7383,1458,444
7383,1338,516
7383,1290,686
7383,1048,702
7383,824,804
7383,728,992
7383,790,1296
7383,826,1586
7383,766,1854
7383,750,2074
7383,778,2242
7383,884,2482
7383,926,2684
7383,1086,2940
7383,1196,3148
7383,1612,3322
7383,1998,3426
7383,2232,3430
7383,2306,3426
7383,2588,3370
7383,2856,3238
7383,3180,3040
7383,3406,2830
7383,3356,2596
7383,3366,2302
7383,3262,1984
7383,3006,1692
7383,2856,1402
7383,2734,1156
7383,2498,1008
7383,2276,886
7384,2022,876
7384,1742,918
7384,1502,1058
7384,1124,1152
7384,756,1306
7384,714,1658
7384,812,2110
7384,838,2422
7384,934,2758
7384,1352,3124
7384,1898,3348
7384,2136,3406
7384,2614,3400
7384,2996,3318
7384,3246,3176
7384,3306,2938
7384,3340,2570
7384,3220,2166
7384,3178,1768
7384,3058,1456
7384,2778,1184
7384,2462,988
7384,2046,882
7384,1614,886
7384,1160,1000
7384,990,1400
7384,794,1742
7384,604,1990
7384,658,2388
7384,972,2816
7384,1494,3220
7384,2022,3448
7384,2336,3420
7384,2598,3312
7384,2916,3086
7384,3206,2786
7384,3424,2410
7384,3350,2014
7384,3084,1566
7384,2756,1202
7384,2316,930
7384,2010,860
7384,1668,952
7384,1310,1142
7384,1008,1442
7384,790,1748
7384,904,2270
7384,1128,2678
7384,1298,2928
7384,1862,3204
7384,2358,3372
7384,2716,3280
7384,3000,2998
7384,3120,2620
7384,3100,2202
7384,3020,1802
7384,2826,1424
7384,2626,1060
7384,2166,818
7384,1666,756
7384,1236,810
7384,980,1150
7384,958,1702
7384,1086,2272
7384,1126,2676
7384,1294,2980
7384,1816,3310
7384,2194,3454
7384,2350,3344
7384,2518,3110
7384,2878,2784
7384,3166,2406
7384,3180,2004
7384,3108,1518
7384,2738,1128
7384,2332,868
7384,1840,764
7384,1312,734
7384,934,876
7384,746,1296
7384,774,1856
7384,1056,2442
7384,1316,2866
7384,1700,3160
7384,2112,3268
7384,2356,3192
7384,2772,3032
7384,2950,2766
7384,2944,2434
7384,3086,1982
7384,3030,1518
7384,2898,1132
7384,2610,918
7384,2164,790
7384,1666,836
7384,1202,958
7384,976,1286
7384,804,1646
7384,702,2060
7384,1102,2628
7384,1366,2966
7384,1526,3104
7384,1878,3174
7384,2432,3202
7384,2832,3058
7384,3202,2814
7384,3232,2412
7384,3288,1972
7384,3190,1604
7384,3008,1282
7384,2682,1018
7384,2204,910
7384,1710,892
7384,1340,1018
7384,1094,1242
7384,954,1592
7384,886,1962
7384,876,2378
7384,1014,2706
7384,1374,2966
7384,1882,3204
7384,2278,3236
7384,2604,3182
7384,2734,3056
7384,3068,2798
7384,3410,2440
7384,3324,2102
7384,2996,1768
7385,2758,1480
7385,2674,1194
7385,2382,946
7385,1996,840
7385,1612,802
7385,1292,828
7385,1054,982
7385,932,1280
7385,846,1626
7385,980,2062
7385,1020,2394
7385,1184,2694
7385,1352,2860
7385,1564,2992
7385,1940,3216
7385,2234,3246
7385,2378,3162
7385,2364,2986
7385,2564,2838
7385,2654,2576
7385,2784,2394
7385,2826,2136
7385,3012,1830
7385,3092,1558
7385,2972,1322
7385,2776,1136
7385,2614,1050
7385,2388,1038
7385,2142,1006
7385,1786,1018
7385,1504,1070
7385,1254,1144
7385,1014,1276
7385,830,1398
7385,694,1542
7385,724,1774
7385,842,2090
7385,822,2272
7385,802,2410
7385,1032,2648
7385,1126,2794
7385,1426,2998
7385,1748,3090
7385,1960,3140
7385,2076,3142
7385,2272,3118
7385,2380,3080
7385,2564,3020
7385,2778,2908
7385,2818,2786
7385,2844,2704
7385,2744,2546
7385,2848,2402
7385,3160,2266
7385,3350,2164
7385,3422,2024
7385,3334,1858
7385,3260,1698
7385,3216,1574
7385,3058,1524
7385,3044,1418
7385,2926,1304
7385,2742,1226
7385,2698,1182
7385,2562,1174
7385,2432,1162
7385,2308,1158
7385,2182,1118
7385,2110,1086
7385,2054,1108
7385,2026,1130
7385,1954,1192
7385,1852,1234
7385,1800,1232
7385,1790,1256
7385,1712,1292
7385,1714,1352
7385,1746,1446
7385,1810,1486
7385,1790,1494
7385,1626,1506
7385,1554,1552
7385,1580,1608
7385,1606,1698
7385,1616,1732
7385,1516,1712
7385,1454,1718
7385,1544,1794
7385,1582,1878
7385,1552,1856
7385,1540,1876
7385,1522,1884
7385,1718,1918
7385,1894,1994
7385,1908,2076
7385,1932,2090
7385,1962,2098
7385,1948,2134
7385,1968,2204
7385,2074,2224
7385,2140,2256
7385,2028,2310
7385,2012,2378
7385,2034,2466
7385,2058,2490
7385,2030,2532
7385,1996,2606
7385,1912,2676
7385,1942,2784
7385,1996,2844
7385,1978,2888
7385,2094,2980
7385,2148,3064
7385,2060,3140
7385,2058,3150
7385,1960,3164
7385,1768,3178
7385,1842,3214
7385,1902,3276
7385,1870,3310
7385,1744,3262
7385,1712,3204
7385,1728,3188
7385,1690,3186
7385,1528,3070
7385,1240,2950
7385,1074,2806
7385,836,2640
7385,574,2372
7385,438,2062
7385,732,1998
7385,768,1860
7385,814,1648
7385,978,1500
7385,1050,1268
7385,1118,1026
7385,1352,906
7385,1708,944
7385,1860,846
7385,1992,748
7385,2130,742
7385,2342,814
7385,2598,922
7385,2864,1108
7385,3072,1300
7385,3268,1548
7385,3248,1784
7385,3300,2008
7385,3236,2258
7385,3024,2514
7385,2738,2760
7385,2606,2922
7385,2164,2940
7385,1830,2964
7385,1586,2914
7385,1414,2882
7385,1378,2752
7385,1190,2546
7385,1024,2278
7385,916,1966
7385,1016,1690
7385,1114,1450
7385,1296,1202
7385,1460,942
7385,1754,796
7385,2022,744
7385,2384,848
7385,2710,980
7385,2942,1166
7385,3176,1426
7385,3396,1756
7385,3446,2110
7385,3432,2410
7385,3322,2680
7385,3206,2892
7385,2832,3082
7385,2306,3138
7385,2080,3070
7385,1750,2920
7385,1442,2692
7385,1150,2352
7385,1052,2046
7385,1044,1656
7385,1240,1310
7385,1400,976
7385,1690,772
7385,2108,754
7385,2494,872
7385,2842,1036
7385,3054,1282
7385,3210,1610
7385,3318,2012
7385,3292,2434
7385,3014,2794
7385,2528,2974
7385,2076,3070
7385,1668,3076
7385,1402,2974
7385,1346,2804
7385,1168,2514
7385,1084,2144
7385,1096,1746
7385,1182,1298
7385,1396,946
7385,1908,842
7385,2322,820
7385,2636,860
7385,2884,1018
7385,3214,1372
7385,3336,1824
7385,3282,2260
7385,3216,2626
7385,3082,2924
7385,2740,3112
7385,2250,3226
7385,1774,3144
7385,1400,2902
7385,1114,2584
7385,994,2178
7385,1028,1764
7385,1108,1332
7385,1288,992
7385,1594,780
7385,1974,738
7385,2278,850
7385,2620,1138
7385,2896,1580
7385,3028,1980
7385,3044,2356
7385,2654,2708
7385,2156,2946
7385,1878,3090
7385,1676,3102
7385,1382,2918
7385,886,2508
7385,564,2056
7385,674,1708
7385,996,1450
7385,1258,1096
7385,1476,788
7385,1926,750
7385,2440,888
7385,2718,1078
7385,2908,1402
7385,3114,1804
7385,3288,2280
7385,3190,2696
7385,2788,2954
7385,2354,3132
7385,2046,3200
7385,1810,3204
7385,1422,3014
7385,1194,2718
7385,922,2280
7385,956,1960
7385,1148,1616
7386,1232,1192
7386,1468,902
7386,1890,812
7386,2246,814
7386,2596,1002
7386,2956,1266
7386,3262,1598
7386,3372,1986
7386,3430,2324
7386,3270,2656
7386,3094,2920
7386,2838,3184
7386,2226,3294
7386,1802,3242
7386,1340,3020
7386,1068,2752
7386,944,2488
7386,856,2132
7386,962,1806
7386,1046,1400
7386,1252,1066
7386,1606,946
7386,1962,878
7386,2188,868
7386,2604,1008
7386,2926,1296
7386,3020,1622
7386,3102,1926
7386,3138,2240
7386,2990,2590
7386,2732,2894
7386,2582,3142
7386,2504,3262
7386,2076,3252
7386,1800,3210
7386,1572,3162
7386,1308,2984
7386,944,2648
7386,730,2300
7386,718,2006
7386,870,1754
7386,982,1498
7386,1042,1158
7386,1068,894
7386,1300,720
7386,1676,732
7386,2126,822
7386,2374,908
7386,2566,1080
7386,2770,1302
7386,2936,1522
7386,2994,1782
7386,2930,2050
7386,3010,2320
7386,3054,2612
7386,3002,2832
7386,2498,2954
7386,2128,3038
7386,1984,3126
7386,1942,3184
7386,1862,3186
7386,1576,3120
7386,1474,2992
7386,1224,2848
7386,1012,2698
7386,1174,2600
7386,1136,2380
7386,1070,2188
7386,1094,2060
7386,1006,1818
7386,1036,1646
7386,1140,1450
7386,1216,1222
7386,1332,1112
7386,1518,1042
7386,1554,952
7386,1630,802
7386,1678,676
7386,1762,600
7386,1984,698
7386,2220,828
7386,2362,870
7386,2488,940
7386,2660,1052
7386,2788,1154
7386,2888,1316
7386,3026,1436
7386,3050,1506
7386,3018,1596
7386,3090,1716
7386,3174,1860
7386,3224,1986
7386,3112,2048
7386,2890,2130
7386,2810,2214
7386,2886,2354
7386,2868,2422
7386,2772,2458
7386,2802,2492
7386,2702,2540
7386,2698,2606
7386,2712,2642
7386,2586,2612
7386,2456,2642
7386,2386,2632
7386,2352,2676
7386,2366,2662
7386,2320,2612
7386,2164,2580
7386,2158,2568
7386,2220,2592
7386,2180,2530
7386,2090,2478
7386,2310,2392
7386,2326,2392
7386,2376,2350
7386,2278,2304
7386,2090,2250
7386,1946,2194
7386,1842,2122
7386,1860,2120
7386,1878,2080
7386,1836,1990
7386,1862,1910
7386,1968,1830
7386,1922,1814
7386,1974,1702
7386,1928,1644
7387,1862,1600
7387,1814,1542
7387,1672,1516
7387,1534,1498
7387,1456,1460
7387,1290,1422
7387,1254,1388
7387,1296,1402
7387,1340,1404
7387,1162,1364
7387,984,1404
7387,856,1420
7387,806,1538
7387,750,1600
7387,740,1680
7387,722,1736
7387,656,1820
7387,610,1912
7387,538,2022
7387,546,2202
7387,480,2280
7387,350,2302
7387,412,2434
7387,376,2506
7387,552,2746
7387,942,3142
7387,1332,3386
7387,1432,3452
7387,1756,3514
7387,1710,3456
7387,1764,3436
7387,2218,3562
7387,2468,3546
7387,2528,3412
7387,2720,3270
7387,2884,3124
7387,3080,2956
7387,3228,2800
7387,3326,2540
7387,3196,2254
7387,3014,1964
7387,3124,1684
7387,3022,1454
7387,2984,1218
7387,2742,964
7387,2456,784
7387,2370,680
7387,2120,610
7387,1764,610
7387,1500,682
7387,1324,890
7387,1170,1138
7387,974,1364
7387,856,1624
7387,802,1882
7387,818,2200
7387,988,2526
7387,1016,2702
7387,1344,2928
7387,1794,3112
7387,2110,3144
7387,2300,3116
7387,2698,3090
7387,2994,2866
7387,3244,2594
7387,3324,2288
7387,3466,1932
7387,3432,1574
7387,3334,1306
7387,3188,1032
7387,2916,798
7387,2532,680
7387,2120,688
7387,1794,840
7387,1482,1024
7387,1204,1286
7387,1140,1686
7387,1224,2176
7387,1322,2510
7387,1494,2758
7387,1704,2974
7387,2148,3182
7387,2528,3240
7387,2826,3106
7387,3096,2892
7387,3400,2616
7387,3536,2274
7387,3378,1886
7387,3310,1526
7387,3034,1172
7387,2782,936
7387,2394,802
7387,1992,798
7387,1732,942
7387,1344,1180
7387,1138,1488
7387,1058,1856
7387,1016,2252
7387,1146,2640
7387,1288,2890
7387,1800,3132
7387,2330,3274
7387,2688,3200
7387,2790,2944
7387,3010,2618
7387,3276,2284
7387,3330,1896
7387,3162,1498
7387,2928,1082
7387,2462,828
7387,2030,740
7387,1654,842
7387,1272,986
7387,928,1280
7387,772,1662
7387,872,2182
7387,896,2554
7387,1006,2794
7387,1344,3060
7387,1804,3200
7387,2336,3190
7387,2608,3036
7387,2906,2794
7387,3108,2424
7387,3200,1968
7387,3002,1522
7387,2862,1110
7387,2674,840
7387,2316,738
7387,1856,720
7387,1496,848
7387,1220,1192
7387,1018,1432
7387,856,1774
7387,1078,2228
7387,1362,2598
7387,1764,2904
7387,1890,3018
7387,2068,2978
7387,2648,2886
7387,2948,2658
7387,3212,2280
7387,3236,1864
7387,3030,1446
7387,2838,1068
7387,2654,848
7387,2300,748
7387,1818,716
7387,1264,784
7387,976,1086
7387,836,1440
7387,734,1870
7387,812,2288
7387,1068,2724
7387,1284,3018
7387,1744,3300
7387,2120,3362
7387,2264,3246
7387,2706,3060
7387,2932,2808
7387,2918,2500
7387,3016,2126
7387,2816,1698
7387,2720,1336
7387,2540,1078
7387,2168,932
7387,1832,908
7387,1550,990
7387,1230,1110
7387,892,1308
7387,806,1652
7387,904,2076
7387,1048,2484
7387,1084,2734
7387,1128,2852
7387,1406,3040
7387,1780,3088
7387,1896,3002
7387,2268,2906
7387,2566,2790
7387,3022,2608
7387,3200,2294
7387,3200,1954
7387,3176,1628
7387,3026,1396
7387,2792,1196
7387,2498,1032
7387,2154,996
7387,1820,1010
7387,1378,946
7387,1038,1028
7387,852,1306
7387,826,1654
7387,818,1984
7387,854,2258
7387,814,2420
7387,942,2668
7387,1094,2870
7387,1442,3122
7387,1824,3262
7387,2126,3286
7387,2290,3192
7387,2722,3174
7387,2936,3014
7387,3190,2834
7387,3204,2610
7387,3172,2350
7387,3096,2128
7387,3156,1902
7387,3166,1626
7387,3080,1404
7387,2968,1228
7387,2778,1094
7387,2502,1026
7387,2210,934
7387,1980,926
7387,1716,926
7387,1554,1022
7387,1426,1130
7387,1244,1200
7387,1078,1310
7387,910,1408
7387,890,1660
7387,1028,1966
7387,1146,2172
7387,1298,2398
7387,1576,2656
7387,1614,2768
7387,1446,2838
7387,1602,2958
7387,1480,2856
7387,1274,2744
7387,1290,2748
7387,1764,2938
7387,1932,3036
7387,2006,3058
7387,2090,2984
7387,2358,2960
7387,2296,2860
7387,2486,2846
7387,2674,2840
7387,2744,2762
7387,2782,2634
7387,2834,2528
7387,3036,2436
7387,3194,2382
7387,3324,2310
7387,3316,2210
7387,3030,2070
7387,2844,1970
7387,2712,1876
7387,2772,1838
7387,2892,1770
7387,2766,1682
7387,2682,1630
7387,2704,1614
7388,2616,1586
7388,2574,1524
7388,2434,1426
7388,2354,1386
7388,2136,1358
7388,2328,1374
7388,2118,1368
7388,1948,1336
7388,2102,1408
7388,2260,1498
7388,2138,1590
7388,2248,1628
7388,2186,1638
7388,2098,1626
7388,2180,1650
7388,2218,1702
7388,2174,1800
7388,2122,1854
7388,2090,1874
7388,1980,1856
7388,1842,1888
7388,1850,1928
7388,1810,2020
7388,1814,2088
7388,1830,2118
7388,1640,2094
7388,1560,2086
7388,1500,2150
7388,1494,2240
7388,1376,2236
7388,1338,2222
7388,1482,2236
7388,1400,2232
7388,1278,2258
7388,1090,2216
7388,1134,2216
7388,1330,2268
7388,1128,2168
7388,962,2056
7388,954,2012
7388,918,1984
7388,876,1942
7388,846,1852
7388,806,1696
7388,720,1530
7388,636,1398
7388,600,1230
7388,672,1132
7388,860,1084
7388,1068,1062
7388,1128,904
7388,1246,820
7388,1312,664
7388,1394,574
7388,1710,652
7388,1986,788
7388,2180,804
7388,2372,832
7388,2384,760
7388,2542,886
7388,2782,1066
7388,3038,1302
7388,3112,1496
7388,3194,1722
7388,3310,1946
7388,3320,2178
7388,3366,2456
7388,3348,2708
7388,3258,2914
7388,3202,3076
7388,2770,3166
7388,2506,3272
7388,2242,3334
7388,2070,3326
7388,1770,3276
7388,1544,3126
7388,1274,2940
7388,1002,2748
7388,936,2534
7388,1016,2360
7388,1036,2134
7388,1002,1782
7388,1050,1514
7388,1308,1462
7388,1604,1330
7388,1882,1250
7388,2128,1176
7388,2326,1156
7388,2564,1242
7388,2828,1432
7388,3160,1758
7388,3324,2078
7388,3246,2378
7388,3066,2638
7388,3144,2932
7388,3006,3148
7388,2642,3330
7388,2286,3434
7388,1926,3348
7388,1514,3182
7388,1336,3018
7388,1084,2718
7388,1092,2508
7388,1012,2118
7388,1090,1764
7388,1212,1394
7388,1448,1108
7388,1674,878
7388,2052,854
7388,2478,946
7388,2816,1122
7388,3146,1384
7388,3316,1654
7388,3346,1998
7388,3284,2374
7388,3108,2758
7388,2904,3070
7388,2738,3260
7388,2382,3314
7388,2042,3300
7388,1682,3240
7388,1362,3032
7388,1052,2652
7388,840,2162
7388,782,1650
7388,896,1258
7388,1216,1054
7388,1576,878
7389,1964,862
7389,2376,920
7389,2718,1002
7389,3044,1300
7389,3306,1726
7389,3302,2174
7389,3266,2524
7389,3158,2896
7389,2880,3228
7389,2374,3364
7389,1696,3330
7389,1326,3202
7389,1080,2998
7389,722,2578
7389,568,2070
7389,816,1848
7389,920,1370
7389,1202,1030
7389,1632,956
7389,2032,892
7389,2402,932
7389,2724,1138
7389,3006,1470
7389,3060,1908
7389,3034,2328
7389,2830,2650
7389,2570,2910
7389,2284,3112
7389,1942,3212
7389,1644,3146
7389,1196,2878
7389,1126,2714
7389,998,2368
7389,918,1804
7389,1080,1388
7389,1324,1152
7389,1684,986
7389,2172,976
7389,2596,1020
7389,2944,1140
7389,3092,1368
7389,3388,1762
7389,3502,2208
7389,3508,2596
7389,3176,2894
7389,2770,3150
7389,2448,3270
7389,2180,3372
7389,1820,3292
7389,1436,3030
7389,1064,2680
7389,1032,2394
7389,1114,2082
7389,1150,1638
7389,1280,1326
7389,1542,1062
7389,1984,968
7389,2264,940
7389,2554,1044
7389,2948,1292
7389,3184,1586
7389,3238,1924
7389,3122,2308
7389,3088,2650
7389,2988,2974
7389,2630,3176
7389,2246,3240
7389,1782,3206
7389,1476,3104
7389,1300,2960
7389,1024,2614
7389,874,2294
7389,744,1918
7389,858,1642
7389,986,1280
7389,1052,864
7389,1300,604
7389,1686,562
7389,2150,678
7389,2532,828
7389,2886,1050
7389,3148,1354
7389,3286,1690
7389,3338,2012
7389,3346,2348
7389,3198,2688
7389,2916,2986
7389,2606,3240
7389,2294,3352
7389,1954,3364
7389,1724,3340
7389,1456,3314
7389,1222,3178
7389,892,2856
7389,982,2704
7389,840,2370
7389,752,2006
7389,958,1856
7389,962,1496
7389,1058,1166
7389,1194,964
7389,1416,762
7389,1622,652
7389,1960,712
7389,2274,804
7389,2528,942
7389,2822,1124
7389,3004,1324
7389,3080,1528
7389,3118,1738
7389,3216,1978
7389,3218,2260
7389,3094,2480
7389,2922,2634
7389,2724,2796
7389,2578,2904
7389,2492,3048
7389,2436,3154
7389,2482,3168
7389,2160,3146
7389,1892,3118
7389,1768,3082
7389,1630,3078
7389,1324,2984
7389,960,2766
7389,780,2544
7389,674,2372
7389,626,2304
7389,578,2224
7389,696,2066
7389,848,1948
7389,798,1660
7389,906,1566
7389,964,1450
7389,1006,1348
7389,1208,1314
7389,1248,1240
7389,1180,1038
7389,1270,928
7389,1326,870
7389,1440,888
7389,1496,902
7389,1572,882
7389,1632,886
7389,1738,866
7389,1778,784
7389,1880,874
7389,1924,776
7389,1926,638
7389,2052,708
7389,2128,676
7389,2342,826
7389,2520,1016
7389,2632,1114
7389,2726,1228
7389,2756,1370
7389,2808,1504
7389,2900,1646
7389,2846,1768
7389,2830,1848
7389,2774,1920
7389,2658,1888
7389,2464,1832
7389,2442,1842
7389,2404,1820
7389,2426,1886
7389,2422,1912
7389,2374,1852
7389,2368,1850
7389,2308,1826
7389,2252,1870
7389,2274,1958
7389,2310,2084
7389,2232,2068
7389,2028,2038
7389,1998,2098
7389,1998,2162
7389,1886,2138
7389,1812,2188
7389,1764,2206
7389,1812,2322
7389,1818,2400
7389,1754,2432
7389,1670,2516
7389,1620,2576
7389,1684,2690
7389,1622,2718
7389,1510,2618
7389,1484,2710
7389,1512,2808
7389,1380,2762
7389,1484,2892
7389,1536,2952
7389,1562,3012
7389,1682,3148
7389,1626,3156
7389,1676,3292
7389,1750,3360
7389,1908,3484
7389,2036,3564
7389,2082,3588
7389,2162,3544
7389,2090,3422
7389,2222,3408
7389,2354,3280
7389,2658,3292
7389,2936,3250
7389,3124,3100
7389,3140,2942
7389,3284,2798
7389,3494,2688
7389,3468,2488
7389,3452,2302
7389,3440,2090
7389,3518,1920
7389,3556,1722
7389,3484,1428
7389,3198,1178
7389,3062,972
7389,2860,822
7389,2530,688
7389,2192,586
7389,1910,574
7389,1640,618
7389,1382,650
7389,1160,788
7389,934,986
7389,826,1316
7389,768,1612
7389,738,1880
7389,672,2090
7389,712,2352
7389,714,2560
7389,926,2792
7389,1444,3104
7389,1850,3294
7389,2198,3366
7389,2408,3278
7389,2708,3170
7389,3068,2994
7389,3072,2712
7389,3122,2436
7389,3216,2158
7389,3080,1788
7389,2926,1440
7389,2874,1162
7389,2814,950
7389,2580,770
7389,2274,678
7389,1822,598
7389,1530,728
7389,1248,944
7389,970,1144
7389,804,1422
7389,716,1780
7389,878,2212
7390,1032,2552
7390,1280,2848
7390,1702,3010
7390,1816,3014
7390,2324,3086
7390,2716,3024
7390,2954,2846
7390,3250,2570
7390,3282,2244
7390,3292,1882
7390,3208,1522
7390,3004,1164
7390,2804,900
7390,2482,728
7390,2148,670
7390,1704,672
7390,1314,776
7390,940,946
7390,770,1300
7390,686,1636
7390,920,2130
7390,1202,2564
7390,1488,2870
7390,1736,2978
7390,2086,3036
7390,2236,2972
7390,2596,2866
7390,2802,2560
7390,2858,2198
7390,3036,1814
7390,3116,1442
7390,2940,1110
7390,2552,772
7390,2148,624
7390,1732,596
7390,1290,636
7390,982,882
7390,790,1288
7390,626,1676
7390,674,2110
7390,764,2544
7390,1094,2922
7390,1364,3126
7390,1640,3124
7390,2014,3100
7390,2478,3026
7390,2816,2854
7390,2974,2506
7390,2954,2054
7390,2934,1620
7390,2696,1244
7390,2490,982
7390,2168,768
7390,1664,572
7390,1240,630
7390,912,782
7390,708,1132
7390,656,1628
7390,662,2050
7390,790,2456
7390,980,2804
7390,1262,3036
7390,1458,3088
7390,1952,3148
7390,2542,3116
7390,2838,2912
7390,3126,2584
7390,3262,2234
7390,3252,1856
7390,3064,1468
7390,2682,1132
7390,2342,906
7390,1964,822
7390,1562,850
7390,1284,1032
7390,1104,1338
7390,938,1716
7390,902,2128
7390,940,2504
7390,1146,2864
7390,1576,3232
7390,2130,3486
7390,2342,3496
7390,2580,3448
7390,3002,3306
7390,3120,3008
7390,3334,2670
7390,3406,2298
7390,3286,2002
7390,3248,1658
7390,3004,1314
7390,2590,1070
7390,2286,948
7390,1946,936
7390,1726,1046
7390,1454,1206
7390,1246,1450
7390,1114,1750
7390,888,1938
7390,920,2282
7390,1136,2638
7390,1298,2790
7390,1398,2868
7390,1772,2974
7390,2296,3096
7390,2622,3044
7390,2872,2872
7390,3190,2656
7390,3416,2384
7390,3366,2126
7390,3316,1826
7390,3230,1470
7390,2986,1214
7390,2794,1012
7390,2554,922
7390,2248,882
7390,1910,846
7390,1486,830
7390,1222,946
7390,980,1140
7390,918,1398
7390,876,1696
7390,728,1854
7390,786,2172
7390,808,2434
7390,710,2550
7390,794,2714
7390,1156,2970
7391,1440,3070
7391,1590,3064
7391,1852,3058
7391,2190,3092
7391,2390,2998
7391,2548,2888
7391,2690,2752
7391,2822,2586
7391,2908,2378
7391,3008,2158
7391,3142,1966
7391,3074,1806
7391,2856,1606
7391,2850,1454
7391,2686,1330
7391,2544,1256
7391,2294,1152
7391,2042,1080
7391,1942,1086
7391,1748,1050
7391,1558,1026
7391,1380,1062
7391,1374,1208
7391,1338,1384
7391,1232,1438
7391,1014,1420
7391,758,1388
7391,768,1562
7391,862,1812
7391,974,2040
7391,1004,2162
7391,1034,2288
7391,1146,2422
7391,1328,2634
7391,1338,2764
7391,1396,2786
7391,1336,2768
7391,1420,2844
7391,1624,2954
7391,1782,3042
7391,1874,3032
7391,1896,3030
7391,1834,2944
7391,1974,2974
7391,2032,2954
7391,2192,2920
7391,2126,2860
7391,2250,2836
7391,2348,2842
7391,2446,2844
7391,2468,2792
7391,2502,2712
7391,2378,2622
7391,2408,2560
7391,2374,2504
7391,2140,2392
7391,2108,2302
7391,2058,2196
7391,2256,2206
7391,2460,2316
7391,2700,2346
7391,2594,2264
7391,2406,2166
7391,2432,2190
7391,2282,2118
7391,2218,2026
7391,2342,2044
7391,2304,2012
7391,2092,1936
7391,2120,1888
7391,2170,1888
7391,2174,1880
7391,2100,1830
7391,2096,1850
7391,2096,1758
7391,2084,1720
7391,2208,1774
7391,2258,1852
7391,1974,1746
7391,1714,1550
7391,1710,1488
7391,1696,1444
7391,1642,1402
7391,1856,1488
7391,1876,1426
7391,1750,1326
7391,1642,1242
7391,1662,1160
7391,1818,1184
7391,1748,1100
7391,1864,1134
7391,1990,1116
7391,1836,886
7391,1892,808
7391,1936,740
7391,2040,764
7391,2108,754
7391,2234,764
7391,2444,832
7391,2476,830
7391,2536,802
7391,2546,772
7391,2684,884
7391,2804,1008
7391,2964,1176
7391,3092,1302
7391,3118,1386
7391,3130,1530
7391,3244,1714
7391,3328,1926
7391,3302,2150
7391,3212,2354
7391,3056,2524
7391,2890,2654
7391,2850,2832
7391,2730,2996
7391,2562,3120
7391,2422,3184
7391,2262,3188
7391,1982,3176
7391,1764,3158
7391,1674,3170
7391,1430,3028
7391,1204,2786
7391,928,2562
7391,792,2406
7391,850,2262
7391,908,2064
7391,1068,1926
7391,1094,1644
7391,1362,1442
7391,1458,1210
7391,1646,1108
7391,1904,1122
7391,2088,1042
7391,2368,1070
7391,2750,1224
7391,2946,1382
7391,3014,1516
7391,3108,1702
7391,3200,1992
7391,3260,2312
7391,3100,2596
7391,3012,2864
7391,2904,3044
7391,2592,3204
7391,2302,3320
7391,2022,3328
7391,1664,3240
7391,1372,3120
7391,1118,2940
7391,778,2694
7391,744,2402
7391,692,2006
7391,720,1674
7391,848,1334
7391,1048,1046
7391,1366,982
7391,1752,996
7391,2114,994
7391,2398,1080
7391,2616,1238
7391,2850,1512
7391,3008,1898
7391,3060,2300
7391,2936,2610
7391,2736,2892
7391,2318,3068
7391,2056,3222
7391,1948,3316
7391,1752,3302
7391,1374,3140
7391,1026,2850
7391,788,2496
7391,562,2012
7391,542,1574
7391,658,1240
7391,1022,1022
7391,1396,874
7391,1750,774
7391,2170,856
7391,2548,1008
7391,2808,1228
7391,2890,1548
7391,2960,1926
7391,2952,2358
7391,2960,2732
7391,2716,2982
7391,2196,3120
7391,1972,3226
7391,1908,3298
7391,1680,3180
7391,1158,2840
7391,984,2512
7391,782,2136
7391,846,1806
7391,1120,1486
7391,1312,1152
7391,1594,964
7391,1954,870
7391,2338,906
7391,2628,1066
7391,2952,1364
7391,3114,1732
7391,3254,2114
7391,3226,2476
7391,2954,2762
7391,2576,3018
7391,2146,3150
7391,2042,3188
7391,1802,3116
7391,1550,2940
7391,1392,2734
7391,1104,2400
7391,1066,1978
7391,1010,1510
7391,1056,1100
7391,1342,826
7391,1674,722
7391,2076,734
7391,2412,880
7391,2722,1122
7391,2996,1484
7391,3176,1820
7391,3172,2208
7391,3116,2568
7391,2938,2874
7391,2630,3130
7391,2240,3268
7391,1962,3262
7391,1752,3162
7391,1328,2946
7391,872,2616
7391,592,2206
7391,744,1894
7391,886,1554
7391,1034,1218
7391,1388,1058
7391,1756,960
7391,2116,868
7391,2406,886
7391,2732,1024
7391,3038,1308
7391,3110,1604
7391,3040,1958
7391,3068,2276
7391,3050,2656
7391,2916,2938
7391,2662,3112
7391,2278,3228
7391,1998,3270
7391,1800,3230
7391,1230,3014
7391,796,2690
7391,630,2362
7391,584,2072
7392,702,1808
7392,784,1494
7392,878,1098
7392,1120,874
7392,1456,732
7392,1826,726
7392,2198,778
7392,2528,896
7392,2784,1088
7392,2950,1286
7392,3086,1522
7392,3264,1858
7392,3356,2198
7392,3320,2544
7392,3184,2806
7392,2942,2964
7392,2750,3144
7392,2578,3250
7392,2308,3312
7392,2024,3314
7392,1608,3222
7392,1204,3096
7392,1002,2864
7392,982,2708
7392,1042,2544
7392,836,2250
7392,900,2066
7392,922,1788
7392,958,1438
