frame_idx,sample_idx,global_sample_idx,global_time_s,beacon_count_raw,beacon_pulse_count,I_u16,Q_u16,beacon_sample_offset,is_beacon_sample
0,0,0,0.000000,1273,0,8,3462,,0
0,1,1,0.003906,1273,0,0,19,,0
0,2,2,0.007812,1273,0,0,19,,0
0,3,3,0.011719,1273,0,0,19,,0
0,4,4,0.015625,1273,0,1792,18,,0
0,5,5,0.019531,1273,0,0,18,,0
0,6,6,0.023438,1273,0,0,18,,0
0,7,7,0.027344,1273,0,0,18,,0
0,8,8,0.031250,1273,0,0,18,,0
0,9,9,0.035156,1273,0,0,18,,0
0,10,10,0.039062,1273,0,1792,17,,0
0,11,11,0.042969,1273,0,0,16,,0
0,12,12,0.046875,1273,0,0,16,,0
0,13,13,0.050781,1273,0,0,16,,0
0,14,14,0.054688,1273,0,0,16,,0
0,15,15,0.058594,1273,0,0,16,,0
0,16,16,0.062500,1273,0,0,16,,0
0,17,17,0.066406,1273,0,0,15,,0
0,18,18,0.070312,1273,0,0,15,,0
0,19,19,0.074219,1273,0,0,15,,0
0,20,20,0.078125,1273,0,0,15,,0
0,21,21,0.082031,1273,0,0,15,,0
0,22,22,0.085938,1273,0,1792,14,,0
0,23,23,0.089844,1273,0,0,14,,0
0,24,24,0.093750,1273,0,0,14,,0
0,25,25,0.097656,1273,0,0,14,,0
0,26,26,0.101562,1273,0,0,14,,0
0,27,27,0.105469,1273,0,1792,12,,0
0,28,28,0.109375,1273,0,0,12,,0
0,29,29,0.113281,1273,0,0,12,,0
0,30,30,0.117188,1273,0,0,12,,0
0,31,31,0.121094,1273,0,0,12,,0
0,32,32,0.125000,1273,0,0,11,,0
0,33,33,0.128906,1273,0,0,11,,0
0,34,34,0.132812,1273,0,0,11,,0
0,35,35,0.136719,1273,0,1792,10,,0
0,36,36,0.140625,1273,0,0,10,,0
0,37,37,0.144531,1273,0,0,10,,0
0,38,38,0.148438,1273,0,0,10,,0
0,39,39,0.152344,1273,0,0,10,,0
0,40,40,0.156250,1273,0,0,10,,0
0,41,41,0.160156,1273,0,0,10,,0
0,42,42,0.164062,1273,0,0,10,,0
0,43,43,0.167969,1273,0,0,10,,0
0,44,44,0.171875,1273,0,1792,8,,0
0,45,45,0.175781,1273,0,0,8,,0
0,46,46,0.179688,1273,0,0,8,,0
0,47,47,0.183594,1273,0,0,7,,0
0,48,48,0.187500,1273,0,0,7,,0
0,49,49,0.191406,1273,0,0,7,,0
0,50,50,0.195312,1273,0,1792,6,,0
0,51,51,0.199219,1273,0,0,6,,0
0,52,52,0.203125,1273,0,0,6,,0
0,53,53,0.207031,1273,0,0,6,,0
0,54,54,0.210938,1273,0,0,6,,0
0,55,55,0.214844,1273,0,0,6,,0
0,56,56,0.218750,1273,0,0,5,,0
0,57,57,0.222656,1273,0,0,5,,0
0,58,58,0.226562,1273,0,0,5,,0
0,59,59,0.230469,1273,0,0,5,,0
0,60,60,0.234375,1273,0,1792,4,,0
0,61,61,0.238281,1273,0,0,4,,0
0,62,62,0.242188,1273,0,0,4,,0
0,63,63,0.246094,1273,0,0,3,,0
0,64,64,0.250000,1273,0,0,3,,0
0,65,65,0.253906,1273,0,0,3,,0
0,66,66,0.257812,1273,0,1792,2,,0
0,67,67,0.261719,1273,0,0,2,,0
0,68,68,0.265625,1273,0,0,2,,0
0,69,69,0.269531,1273,0,0,2,,0
0,70,70,0.273438,1273,0,0,2,,0
0,71,71,0.277344,1273,0,0,2,,0
0,72,72,0.281250,1273,0,0,2,,0
0,73,73,0.285156,1273,0,0,1,,0
0,74,74,0.289062,1273,0,0,1,,0
0,75,75,0.292969,1273,0,3876,3879,,0
0,76,76,0.296875,1273,0,3844,2791,,0
0,77,77,0.300781,1273,0,3860,2375,,0
0,78,78,0.304688,1273,0,3845,615,,0
0,79,79,0.308594,1273,0,3845,2567,,0
0,80,80,0.312500,1273,0,3845,3783,,0
0,81,81,0.316406,1273,0,3846,1319,,0
0,82,82,0.320312,1273,0,3845,3207,,0
0,83,83,0.324219,1273,0,3846,487,,0
0,84,84,0.328125,1273,0,3831,39,,0
0,85,85,0.332031,1273,0,3830,1511,,0
0,86,86,0.335938,1273,0,3830,615,,0
0,87,87,0.339844,1273,0,3830,263,,0
0,88,88,0.343750,1273,0,3830,775,,0
0,89,89,0.347656,1273,0,3830,2535,,0
0,90,90,0.351562,1273,0,3798,3111,,0
0,91,91,0.355469,1273,0,3798,3047,,0
0,92,92,0.359375,1273,0,3782,1159,,0
