frame_idx,radar_ts,beacon_ts,beacon_count_raw,beacon_time_s,radar_time_s,beacon_pulse_count,beacon_sample_offset,beacon_in_frame,ticks_per_sample,offset_float,t0_beacon_time_s,synced
0,0,0,98,0.000000,0.000000,0,,0,64.000,0.000,,1
